"Swap 
 Percentage",Measurement,Feature,age,freetime,activities,romantic,famrel,goout,guardian,health,higher,internet,Pstatus,nursery,absences,Walc,Medu,Fjob,traveltime,famsup,studytime,sex,reason,schoolsup,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
50%,"Wasserstein
 distance",traveltime,-,0.0045/0.0036,-,0.0052/0.0016,0.0051/0.0026,0.0054/0.0032,0.0036/0.0018,-,-,0.005/0.0046,-,-,-,0.0043/0.0043,-,-,-,0.0042/0.0029,0.0035/0.0048,-,0.0045/0.0025,-,0.0063/0.0042,,0.00504914976848337,0.00504914976848337,0.023142858397157018,0.08769699472372902,[],"[0.003555988868293445, 0.001640376078824365, 0.0026190304459440803, 0.003215667182556755, 0.00178346438386922, 0.00464048061174619, 0.0042648400682468455, 0.0029009887830416248, 0.004823224669098935, 0.0025351584867211547, 0.004208197679004685]","[0.00804021353181583, 0.00683454664851059, 0.007670155187252441, 0.008661001518398995, 0.0053706252556180445, 0.009599575868274809, 0.00855748352962251, 0.0071095164260485694, 0.00830489575940756, 0.007016457218633939, 0.010532523780145735]"
50%,"Total variation
 distance",traveltime,-,0.0976/0.0784,-,0.0813/0.0267,0.0835/0.0566,0.0884/0.0682,0.0751/0.0231,-,-,0.0856/0.0661,-,-,-,0.0596/0.1074,-,-,-,0.0647/0.0803,0.0639/0.1021,-,0.0721/0.0541,-,0.0951/0.0583,,0.07469754549495616,0.07469754549495616,0.4353755411883918,2.3096761213188906,[],"[0.0784117664329957, 0.026697399471545907, 0.05663047175346675, 0.06824877966140563, 0.02312085897952106, 0.0660568285492149, 0.10735539534478641, 0.08026333499461433, 0.10209468982122534, 0.05414886778339807, 0.05832759859469703]","[0.2544612950720756, 0.13468798094687656, 0.19678133380830487, 0.22493359378885605, 0.12132339414191089, 0.2177010351288063, 0.2743292961799293, 0.22526012835180145, 0.268096149827023, 0.18038083991685488, 0.211721074156452]"
50%,"Jensen-Shannon
 divergence",traveltime,-,0.0358/0.0355,-,0.0344/0.0148,0.0333/0.0296,0.0358/0.0304,0.0309/0.0123,-,-,0.0327/0.0239,-,-,-,0.0256/0.0457,-,-,-,0.0289/0.0377,0.0305/0.0426,-,0.033/0.0295,-,0.033/0.0255,,0.03144378856079578,0.03144378856079578,0.19520494794032772,0.6812571364204765,[],"[0.03553136264309231, 0.014824613299797871, 0.0295663779275263, 0.03043211043067705, 0.012282483244412605, 0.023856757581491313, 0.0457050323134909, 0.03770360611775653, 0.04258356723702769, 0.029510606839389258, 0.025525801124402038]","[0.0712995086943052, 0.04919988932270335, 0.06291425383838034, 0.06622754316392591, 0.04319511804119313, 0.056518177356831144, 0.0712636672641232, 0.0665784143334381, 0.07311697770715578, 0.06246501856188874, 0.058478568136531676]"
70%,"Hellinger
 distance",traveltime,-,0.14/0.1441,-,0.1391/0.0813,0.1391/0.1632,0.1539/0.1413,0.1397/0.0452,-,-,0.15/0.0908,-,-,-,0.1149/0.2223,-,-,-,0.1386/0.1745,0.1223/0.205,-,0.1448/0.1484,-,0.1329/0.1167,,0.1421614180079918,0.1421614180079918,0.9085006792548946,3.0479397444830756,[],"[0.14410637528779324, 0.08127356025675463, 0.16315651036838727, 0.14127721058866732, 0.04517907916888501, 0.09075136860039408, 0.2222767824865231, 0.17448297732021822, 0.20498969022323518, 0.14844528644079918, 0.11673968175214815]","[0.2841032864222307, 0.2203906336539665, 0.302251018091236, 0.2951636275463654, 0.1848954908041653, 0.2407878796031176, 0.33720834109181197, 0.31305033210866484, 0.32727156579658306, 0.29321724928644044, 0.24960032007849442]"
70%,"Wasserstein
 distance",traveltime,-,0.0037/0.0032,-,0.004/0.001,0.0046/0.0045,0.004/0.0043,0.0058/0.0019,-,-,0.0078/0.0052,-,-,-,0.005/0.0088,-,-,-,0.0051/0.0077,0.0042/0.0075,-,0.0042/0.0051,-,0.0052/0.0047,,0.003941649709426795,0.003941649709426795,0.030868309880053027,0.10733890531048305,[],"[0.0031877220790822447, 0.000983137747629775, 0.004463904814198535, 0.004307533551062051, 0.001945307931069285, 0.005204890730340865, 0.008822129391950356, 0.007744144319259664, 0.007467367541073455, 0.00507412751619548, 0.004653054719390745]","[0.006912750119852245, 0.00496519100460262, 0.009075660070506596, 0.00827574402108662, 0.00773573374310971, 0.013021857687695416, 0.0138125244396789, 0.012838962586143764, 0.011631859885524919, 0.00923629587108631, 0.009832325881195956]"
70%,"Total variation
 distance",traveltime,-,0.1034/0.0841,-,0.095/0.0269,0.0981/0.0934,0.1263/0.0886,0.0985/0.0263,-,-,0.1259/0.0764,-,-,-,0.0807/0.1822,-,-,-,0.1139/0.151,0.0693/0.1532,-,0.0907/0.1088,-,0.1176/0.0723,,0.09577599399678029,0.09577599399678029,0.6274248477353583,3.2460530960670204,[],"[0.08411841493839498, 0.02688470350068012, 0.09344085688142695, 0.08857921418602413, 0.02630103994475836, 0.07642199816952541, 0.18215165086165444, 0.1510118425571636, 0.15324275888394118, 0.1088265021271491, 0.07231872542643789]","[0.2716217662965158, 0.14877115294878546, 0.28500542324099315, 0.3034476873148709, 0.1511212653958058, 0.2787333075249917, 0.44497377310685526, 0.4159643770646016, 0.375830747186288, 0.30831778448952085, 0.2622658114977924]"
70%,"Jensen-Shannon
 divergence",traveltime,-,0.0416/0.0374,-,0.0394/0.0196,0.0424/0.0409,0.0456/0.0371,0.0392/0.0131,-,-,0.0446/0.0271,-,-,-,0.0315/0.0638,-,-,-,0.0418/0.0529,0.0319/0.0573,-,0.0392/0.045,-,0.0394/0.0318,,0.04127515321777288,0.04127515321777288,0.25429527998290397,0.8625275260745502,[],"[0.03736649854813497, 0.01959500038027606, 0.0408566907974589, 0.03711955479175279, 0.01305870245368757, 0.02709932422092748, 0.06383869646324121, 0.0529471118937924, 0.05727656722585137, 0.045043456921806654, 0.03183864983333278]","[0.07891729884881316, 0.05900250361924224, 0.0832319781010948, 0.08275277299453256, 0.05227004063166465, 0.07173006186538587, 0.09530737005911158, 0.09476325878041536, 0.08914859655020205, 0.08420173098177244, 0.07120191364231551]"
10%,"Hellinger
 distance",famsup,-,-,-,0.0443/0.0366,0.059/0.0485,0.0617/0.0254,-,-,-,0.0574/0.0198,-,-,-,-,-,-,-,-,0.0549/0.0693,-,0.0535/0.051,-,-,,0.06968995223192406,0.06968995223192406,0.195083180011298,0.5815099469840805,[],"[0.036623404699551686, 0.048548704609261376, 0.025420595337011402, 0.019833112735757115, 0.06934212308892075, 0.05101851508824558]","[0.08089276159446435, 0.10758464589899117, 0.08711547179224671, 0.07718391988534035, 0.12422630715756262, 0.10450684065547536]"
10%,"Wasserstein
 distance",famsup,-,-,-,0.0012/0.001,0.001/0.0017,0.0011/0.001,-,-,-,0.0015/0.0006,-,-,-,-,-,-,-,-,0.0016/0.0017,-,0.0009/0.0016,-,-,,0.0016381433490221802,0.0016381433490221802,0.00544808514369121,0.014862767460375795,[],"[0.000971641960145525, 0.0017065360860799399, 0.0010110599058559, 0.00062589991842652, 0.001745077061185045, 0.00155966865764513]","[0.002144145106017535, 0.002719002284725245, 0.0020861638361551454, 0.00217241689944727, 0.0033194191784930646, 0.002421620155537535]"
10%,"Total variation
 distance",famsup,-,-,-,0.0194/0.0145,0.023/0.0217,0.024/0.0133,-,-,-,0.0238/0.0082,-,-,-,-,-,-,-,-,0.0234/0.0294,-,0.02/0.0216,-,-,,0.029622945902933562,0.029622945902933562,0.08397641431484461,0.3510123415796893,[],"[0.01447010995199873, 0.021692910024275293, 0.01332959023372087, 0.00823688106298155, 0.029376240324614313, 0.021601205226231324]","[0.048291156220964235, 0.06640869394947058, 0.05065235251136365, 0.04029850002114597, 0.08220001191929807, 0.06316162695744679]"
10%,"Jensen-Shannon
 divergence",famsup,-,-,-,0.0127/0.0107,0.0165/0.0142,0.018/0.0072,-,-,-,0.0154/0.0053,-,-,-,-,-,-,-,-,0.0154/0.0195,-,0.0148/0.0148,-,-,,0.020164438345136156,0.020164438345136156,0.05602107446597381,0.16455609571347926,[],"[0.010716623565510385, 0.014237259509578576, 0.007227951731393925, 0.0052751010624469356, 0.019499009761309978, 0.01475732661143551]","[0.023410777561043886, 0.03076790438791967, 0.02524304737789868, 0.02071364052421925, 0.03486846637952916, 0.029552259482868635]"
30%,"Hellinger
 distance",famsup,-,-,-,0.1123/0.0767,0.0941/0.1094,0.11/0.0995,-,-,-,0.1073/0.0655,-,-,-,-,-,-,-,-,0.0789/0.1478,-,0.1026/0.0948,-,-,,0.13389544797811015,0.13389544797811015,0.43074196148033767,1.1987596712764235,[],"[0.07668872589428835, 0.10941993576576228, 0.09946145073301565, 0.06554079796372543, 0.14779250273982467, 0.09478961390783873]","[0.18899907222961893, 0.20348786346995318, 0.20943230674616867, 0.17282611703765088, 0.22667166692800872, 0.19734264486502304]"
30%,"Wasserstein
 distance",famsup,-,-,-,0.004/0.0028,0.0024/0.0035,0.0028/0.0022,-,-,-,0.0027/0.0022,-,-,-,-,-,-,-,-,0.0029/0.0041,-,0.0023/0.0028,-,-,,0.003586148332625015,0.003586148332625015,0.01232739632616534,0.03462593371402007,[],"[0.00279437721613315, 0.003464536882618975, 0.0021510781077374, 0.0021586405389758803, 0.00412638061305931, 0.0027874826285559347]","[0.0067895481164560595, 0.005868102863934965, 0.0049617014472646, 0.004823954514844895, 0.0070696065228632796, 0.005113020248656275]"
30%,"Total variation
 distance",famsup,-,-,-,0.0609/0.0383,0.0464/0.0565,0.0556/0.0446,-,-,-,0.0485/0.0305,-,-,-,-,-,-,-,-,0.0418/0.0799,-,0.044/0.0427,-,-,,0.07058155002944864,0.07058155002944864,0.21678422748355863,0.8819343426699571,[],"[0.03826639416304709, 0.056454048466626536, 0.04455408244498207, 0.030459029884303435, 0.07992892465792288, 0.042742875291337926]","[0.1374478490717902, 0.15929504614373283, 0.1447196916599769, 0.10941813021125792, 0.20161775676498334, 0.129435868818216]"
30%,"Jensen-Shannon
 divergence",famsup,-,-,-,0.0324/0.0228,0.0268/0.0317,0.0319/0.0288,-,-,-,0.0301/0.0193,-,-,-,-,-,-,-,-,0.0226/0.042,-,0.029/0.0272,-,-,,0.039292150001642864,0.039292150001642864,0.12514515672985269,0.34438850596354365,[],"[0.022786635629677882, 0.03170890739983355, 0.028763561830181666, 0.019284551746224045, 0.04196651275588372, 0.027195844094618775]","[0.05516731719380365, 0.058490365332427734, 0.0607117824583877, 0.0493443217966183, 0.06452468912400894, 0.0561500300582973]"
50%,"Hellinger
 distance",famsup,-,-,-,0.1506/0.0899,0.1398/0.1653,0.1412/0.148,-,-,-,0.1338/0.0965,-,-,-,-,-,-,-,-,0.1121/0.1972,-,0.1526/0.1315,-,-,,0.18064834049784992,0.18064834049784992,0.5948751850251984,1.658585259452939,[],"[0.08993457229123743, 0.16530022694387475, 0.1480374669225569, 0.09647467042969532, 0.197159170153718, 0.13154758231361455]","[0.2405304970775578, 0.3051244103714502, 0.2892530989595806, 0.2302771489440022, 0.3092506516052706, 0.2841494524950776]"
50%,"Wasserstein
 distance",famsup,-,-,-,0.0043/0.0028,0.0045/0.0045,0.0036/0.0039,-,-,-,0.0035/0.003,-,-,-,-,-,-,-,-,0.0021/0.0064,-,0.0041/0.0033,-,-,,0.00499493958273412,0.00499493958273412,0.01690171552140217,0.04592762759935033,[],"[0.0027797567097540997, 0.004456152400676215, 0.0038707585969870854, 0.00299267208399159, 0.0064196539871476345, 0.0032945580987794702]","[0.00704134111735114, 0.00899637850017464, 0.0074249586496388156, 0.006531210395022885, 0.008556354264367854, 0.007377384672794996]"
50%,"Total variation
 distance",famsup,-,-,-,0.0796/0.0472,0.0852/0.0957,0.0753/0.0824,-,-,-,0.0695/0.0504,-,-,-,-,-,-,-,-,0.0488/0.1299,-,0.0815/0.0626,-,-,,0.10747145944858279,0.10747145944858279,0.34156921185912725,1.3763383458353873,[],"[0.04721524432825101, 0.09569998897347967, 0.08242161961594976, 0.050374598515673344, 0.12989827932476475, 0.06258577406297042]","[0.17398059840010854, 0.27661338507733235, 0.24014155578174726, 0.17028459377412153, 0.30861637811124576, 0.2067018346908319]"
50%,"Jensen-Shannon
 divergence",famsup,-,-,-,0.0429/0.0271,0.0403/0.0487,0.0404/0.0426,-,-,-,0.0373/0.0278,-,-,-,-,-,-,-,-,0.0316/0.057,-,0.0439/0.0379,-,-,,0.05284598956636409,0.05284598956636409,0.17338381328371916,0.47745232389966397,[],"[0.02708410909198413, 0.04870073704619001, 0.042587645239751386, 0.02778464255949422, 0.056996938488093174, 0.037921575009197184]","[0.06996709939874923, 0.08900245770052197, 0.08297466709614168, 0.06507654764990364, 0.08859569164780465, 0.08183586040654281]"
70%,"Hellinger
 distance",famsup,-,-,-,0.177/0.1212,0.1568/0.1948,0.1836/0.1945,-,-,-,0.1663/0.1245,-,-,-,-,-,-,-,-,0.1618/0.2579,-,0.1868/0.1506,-,-,,0.2168288102201636,0.2168288102201636,0.7385435199163746,2.075783781172309,[],"[0.12118072960841582, 0.19480359412454162, 0.19446521784306528, 0.1245386049694392, 0.257890124930049, 0.15055114791691077]","[0.2982130258873133, 0.3515577670721871, 0.37810687839920587, 0.29087491853957304, 0.4196658549489011, 0.33736533632512833]"
70%,"Wasserstein
 distance",famsup,-,-,-,0.0047/0.0035,0.0049/0.0058,0.0044/0.0049,-,-,-,0.0043/0.004,-,-,-,-,-,-,-,-,0.0057/0.0077,-,0.005/0.0028,-,-,,0.00556841419114007,0.00556841419114007,0.01988744985876586,0.05764416423478309,[],"[0.0035016139246037198, 0.0057815396542945496, 0.004888486422010905, 0.00400322203986245, 0.007710125867679746, 0.0027530834268002053]","[0.008227885367396479, 0.010723964188613076, 0.009283965926216671, 0.00832947793521199, 0.013374835589502511, 0.00770403522784236]"
70%,"Total variation
 distance",famsup,-,-,-,0.1042/0.0637,0.0993/0.1256,0.1075/0.1161,-,-,-,0.0913/0.0684,-,-,-,-,-,-,-,-,0.0962/0.1908,-,0.1132/0.0684,-,-,,0.14369027641114457,0.14369027641114457,0.46019343985351086,1.877797902999712,[],"[0.06370104469938678, 0.12564519535970772, 0.11612493114728759, 0.06839722022529934, 0.19075039575727254, 0.0683875396957785]","[0.23162202589721007, 0.35056678154440424, 0.33978751428263815, 0.22811340830928337, 0.4777276079057314, 0.24998056506044497]"
70%,"Jensen-Shannon
 divergence",famsup,-,-,-,0.0503/0.0361,0.0445/0.0569,0.053/0.0564,-,-,-,0.0471/0.0363,-,-,-,-,-,-,-,-,0.0461/0.0749,-,0.0536/0.0442,-,-,,0.06362069274075197,0.06362069274075197,0.2160032276369205,0.5993097676765535,[],"[0.0361444751449084, 0.05690939847514792, 0.05637685548163725, 0.03625013300700373, 0.07488324071064774, 0.044200966972992015]","[0.08640369415078147, 0.10137083370352254, 0.10937167660748212, 0.08334595518573729, 0.12100403700750118, 0.09781357102152893]"
10%,"Hellinger
 distance",studytime,-,-,-,-,0.0881/0.0337,0.083/0.0416,-,-,-,0.085/0.0184,-,-,-,-,-,-,-,-,-,-,0.0821/0.0695,-,-,,0.0912554389827788,0.0912554389827788,0.1728722016040946,0.501368102751892,[],"[0.03372984173535618, 0.04156302565752009, 0.018434916385270114, 0.06950574146448525]","[0.12184475054518226, 0.12453159585511997, 0.10338732727309316, 0.15160442907849667]"
10%,"Wasserstein
 distance",studytime,-,-,-,-,0.0029/0.0007,0.0031/0.0017,-,-,-,0.0027/0.0006,-,-,-,-,-,-,-,-,-,-,0.0027/0.002,-,-,,0.002770399121191765,0.002770399121191765,0.005247258366043093,0.01634130512560275,[],"[0.0006807677101258351, 0.00168220036165657, 0.0005820921133565899, 0.00200865830456366]","[0.003603197165986565, 0.004805862021339555, 0.003233034400411085, 0.0046992115378655455]"
10%,"Total variation
 distance",studytime,-,-,-,-,0.044/0.0104,0.0435/0.0211,-,-,-,0.0405/0.0074,-,-,-,-,-,-,-,-,-,-,0.0412/0.0301,-,-,,0.043736095788271714,0.043736095788271714,0.07825039334905014,0.3071357846810022,[],"[0.010355885480179631, 0.021129887424575222, 0.007414288395979735, 0.030128533820822263]","[0.0646952211712775, 0.08573323730393706, 0.055292352552881806, 0.10141497365290586]"
10%,"Jensen-Shannon
 divergence",studytime,-,-,-,-,0.0253/0.0085,0.0248/0.0125,-,-,-,0.0247/0.0048,-,-,-,-,-,-,-,-,-,-,0.0234/0.0203,-,-,,0.02680318017239141,0.02680318017239141,0.04982577375763465,0.1442149940919113,[],"[0.0084710358348594, 0.01249197376475791, 0.004763096413449739, 0.02031908115741943]","[0.03372299618665332, 0.037271680317813055, 0.029505514165184148, 0.043714803422260765]"
30%,"Hellinger
 distance",studytime,-,-,-,-,0.151/0.1,0.1592/0.1075,-,-,-,0.1536/0.0558,-,-,-,-,-,-,-,-,-,-,0.1594/0.0916,-,-,,0.15396995390048318,0.15396995390048318,0.3313813290377961,0.9780511653731778,[],"[0.10000578402087539, 0.10747944326063892, 0.05578081163199121, 0.09155671136112029]","[0.2510421320562573, 0.2667041916987376, 0.20936157248785692, 0.2509432691303261]"
30%,"Wasserstein
 distance",studytime,-,-,-,-,0.0054/0.0032,0.0043/0.0036,-,-,-,0.0048/0.0015,-,-,-,-,-,-,-,-,-,-,0.0042/0.0023,-,-,,0.0043214032902517945,0.0043214032902517945,0.009634553447491413,0.02947844004131592,[],"[0.003156369884206965, 0.0036471151788474905, 0.0015270211437445201, 0.00229579410768026]","[0.00860577068672531, 0.00799637313898021, 0.006357896069532375, 0.006518400146078025]"
30%,"Total variation
 distance",studytime,-,-,-,-,0.1013/0.0572,0.1004/0.0553,-,-,-,0.0974/0.0197,-,-,-,-,-,-,-,-,-,-,0.0929/0.0378,-,-,,0.09309729870766834,0.09309729870766834,0.17809692149953318,0.7319236790495246,[],"[0.057241124782148836, 0.05530069034341969, 0.019695428479996814, 0.037762001978164365]","[0.2157822672083483, 0.21097113802996612, 0.13674902734218852, 0.16842124646902168]"
30%,"Jensen-Shannon
 divergence",studytime,-,-,-,-,0.0453/0.0304,0.049/0.0309,-,-,-,0.0473/0.0134,-,-,-,-,-,-,-,-,-,-,0.0478/0.0248,-,-,,0.046468772866952585,0.046468772866952585,0.09616176103264391,0.28870509457414734,[],"[0.030383687824175408, 0.030875647752494455, 0.01337390049566573, 0.02475274025904707]","[0.07564794362830715, 0.07985551948469696, 0.06065209109913648, 0.07254954036200673]"
50%,"Hellinger
 distance",studytime,-,-,-,-,0.2056/0.1371,0.2074/0.1544,-,-,-,0.1947/0.0828,-,-,-,-,-,-,-,-,-,-,0.2056/0.1105,-,-,,0.20405019074990763,0.20405019074990763,0.4464304553244218,1.297995007373355,[],"[0.13714424067265402, 0.15437207925506374, 0.08276886817021126, 0.11047534105109932]","[0.34269533895393517, 0.36174048149699706, 0.2774969081610176, 0.31606227876140514]"
50%,"Wasserstein
 distance",studytime,-,-,-,-,0.0084/0.0035,0.006/0.0043,-,-,-,0.0064/0.0027,-,-,-,-,-,-,-,-,-,-,0.0065/0.0027,-,-,,0.007415483225015065,0.007415483225015065,0.014041593599861735,0.04056301733833472,[],"[0.0034847063315614447, 0.004317381007271566, 0.0027007254855262947, 0.002749407925334035]","[0.01190842945645347, 0.010331947080025775, 0.009068096281842885, 0.00925454452001259]"
50%,"Total variation
 distance",studytime,-,-,-,-,0.1578/0.0741,0.1492/0.0891,-,-,-,0.1392/0.038,-,-,-,-,-,-,-,-,-,-,0.1411/0.0527,-,-,,0.14940141838993357,0.14940141838993357,0.27636138300219915,1.0950875844642258,[],"[0.07409646535065474, 0.08913208783427577, 0.03802231003413594, 0.05266906600546466]","[0.30595869221204525, 0.327497077731544, 0.2152143238310922, 0.24641749068954444]"
50%,"Jensen-Shannon
 divergence",studytime,-,-,-,-,0.0623/0.0405,0.0636/0.0454,-,-,-,0.0588/0.0219,-,-,-,-,-,-,-,-,-,-,0.0613/0.0309,-,-,,0.06203372878138015,0.06203372878138015,0.13140844487421155,0.38476338673747634,[],"[0.04051895855397068, 0.04544042346605591, 0.021912940191738426, 0.030877109973897764]","[0.10286341386426882, 0.10903042281747134, 0.0807233617184365, 0.09214618833729973]"
70%,"Hellinger
 distance",studytime,-,-,-,-,0.2438/0.1693,0.2426/0.1709,-,-,-,0.2315/0.0882,-,-,-,-,-,-,-,-,-,-,0.251/0.145,-,-,,0.24456889843430457,0.24456889843430457,0.5312771664014981,1.542303976311838,[],"[0.16930109789081035, 0.17093837600467454, 0.08818455160436053, 0.14499251043454148]","[0.4130741669480333, 0.41355907686276905, 0.319659784306893, 0.3960109481941428]"
70%,"Wasserstein
 distance",studytime,-,-,-,-,0.0103/0.007,0.0092/0.0052,-,-,-,0.0115/0.0026,-,-,-,-,-,-,-,-,-,-,0.0113/0.0049,-,-,,0.01073513064748667,0.01073513064748667,0.02057516214257462,0.061894575547580086,[],"[0.006975350532407184, 0.00522969620402627, 0.00259412793376208, 0.004880888319980365]","[0.017244316484400543, 0.01439771353642752, 0.01404516992490591, 0.01620737560184611]"
70%,"Total variation
 distance",studytime,-,-,-,-,0.2058/0.1217,0.1989/0.1061,-,-,-,0.2012/0.0397,-,-,-,-,-,-,-,-,-,-,0.2195/0.0838,-,-,,0.21108525724648466,0.21108525724648466,0.3867709665594107,1.5282308777907057,[],"[0.12174377159412446, 0.10612595580036233, 0.03974678094043776, 0.08375491029092741]","[0.44930282577483766, 0.41118429371755055, 0.28073371479664444, 0.3870100435016729]"
70%,"Jensen-Shannon
 divergence",studytime,-,-,-,-,0.0737/0.0516,0.0732/0.05,-,-,-,0.0699/0.0228,-,-,-,-,-,-,-,-,-,-,0.0764/0.0424,-,-,,0.07444311153371341,0.07444311153371341,0.15782613808598353,0.4599975531606426,[],"[0.051643468161169916, 0.04998171335207986, 0.022755172930185745, 0.0423856986611047]","[0.12530587074166188, 0.12322230743320566, 0.09267961346211026, 0.11878976152366483]"
10%,"Hellinger
 distance",sex,0.0099/0.0543,0.0099/0.0416,0.0099/0.0095,0.0099/0.0247,0.0099/0.0387,0.0148/0.0522,0.0099/0.0148,0.0025/0.0785,0.0148/0.1151,0.0099/0.0123,0.0099/0.0443,0.0148/0.0337,0.0148/0.099,0.0049/0.074,0.0049/0.1099,0.0148/0.0514,0.0148/0.0322,0.0148/0.0541,0.0049/0.0792,-,0.0074/0.069,0.0099/0.0299,0.0099/0.0492,,0.009879241915936799,0.009879241915936799,0.5937058050323957,1.3948756902994643,[],"[0.054335830537652396, 0.04156302565752009, 0.009455489430725491, 0.024698104789842, 0.03866946269332458, 0.0521647581206263, 0.0148188628739052, 0.07853747840999944, 0.1150730329702424, 0.012349052394921, 0.04429910750427528, 0.03372984173535618, 0.09901845278904245, 0.07396929994627278, 0.10985723333192285, 0.05144226757345689, 0.03218216513067811, 0.05409632033176139, 0.0792051246498159, 0.0690296789883044, 0.0299364638097685, 0.04922207256350407]","[0.06421507245358919, 0.05144226757345689, 0.01933473134666229, 0.0345773467057788, 0.048548704609261376, 0.0669836209945315, 0.024698104789842, 0.08100728888898365, 0.12989189584414762, 0.0222282943108578, 0.054178349420212074, 0.04854870460926138, 0.11383731566294765, 0.07890892090424119, 0.11479685428989125, 0.0662611304473621, 0.04700102800458331, 0.06891518320566659, 0.0841447456077843, 0.076439110425257, 0.039815705725705294, 0.059101314479440864]"
10%,"Wasserstein
 distance",sex,0.0004/0.002,0.0004/0.0012,0.0004/0.0001,0.0004/0.0007,0.0004/0.0011,0.0006/0.002,0.0004/0.0005,0.0001/0.0024,0.0005/0.0034,0.0004/0.0003,0.0004/0.0013,0.0006/0.0008,0.0004/0.0024,0.0002/0.0021,0.0001/0.0031,0.0005/0.0015,0.0005/0.0009,0.0006/0.0013,0.0002/0.0024,-,0.0003/0.0021,0.0004/0.001,0.0004/0.0013,,0.00039486633622563003,0.00039486633622563003,0.017234511284488285,0.042149249148433765,[],"[0.001981924037644715, 0.0012363539081243799, 6.884717363258e-05, 0.00067450259056231, 0.0010675042642709748, 0.00200108471247521, 0.000467590757080665, 0.0023810549929921252, 0.0033549200057267498, 0.000332969967023035, 0.0012682164766889, 0.0007906472008305399, 0.002427636176552605, 0.00214294741899161, 0.0031276187308011, 0.0014983542612224299, 0.0009119521901361199, 0.001272256389440415, 0.002383713951351655, 0.002051698892176325, 0.000982232266766725, 0.00125526353203413]","[0.002376790373870345, 0.00163122024435001, 0.00046371350985821005, 0.00106936892678794, 0.0014623706004966049, 0.00255946308607822, 0.000862457093306295, 0.0024628110116808152, 0.003886207063346225, 0.000727836303248665, 0.00166308281291453, 0.001392055057953915, 0.0028283981024668048, 0.00230645945636899, 0.003265313078066265, 0.002030914944713225, 0.001444512873626915, 0.0018306347630434251, 0.002554335207745445, 0.002304076167258805, 0.001377098602992355, 0.00165012986825976]"
10%,"Total variation
 distance",sex,0.0056/0.0254,0.0057/0.0164,0.0057/0.0029,0.0057/0.0096,0.0057/0.0154,0.0078/0.0261,0.0057/0.0062,0.001/0.0348,0.0077/0.0593,0.0056/0.0045,0.0057/0.0187,0.0085/0.0123,0.0052/0.0444,0.002/0.0324,0.0021/0.0521,0.0077/0.0219,0.0078/0.0132,0.0078/0.0227,0.0024/0.0364,-,0.0035/0.0288,0.0057/0.015,0.0057/0.0197,,0.005720643939393935,0.005720643939393935,0.2648653191385008,1.1570610963702106,[],"[0.02538617346623768, 0.01637743398756258, 0.00290208643972801, 0.00958861714975845, 0.015394850791909605, 0.026109311928880413, 0.006238425925925915, 0.03479373824910037, 0.05925932716983745, 0.004519534672711445, 0.018662005998831693, 0.01232039022805296, 0.04444407499959612, 0.03237310071603929, 0.05206055833965134, 0.021948104917543097, 0.013166354112912074, 0.022729824065844544, 0.03640835483671351, 0.028843985836908198, 0.015037463410023688, 0.01972563315444541]","[0.056414025818105853, 0.038475511914519096, 0.011524816818849953, 0.024897878238910834, 0.036510345523213146, 0.05998776278043235, 0.018197495791245764, 0.0706091873101851, 0.12622878560625778, 0.01468130721883312, 0.04304465593705732, 0.03314713868121414, 0.09408349067919236, 0.06678786809874525, 0.10620146101215777, 0.05155177760960557, 0.03409920754440679, 0.05322878705436061, 0.07526462634009368, 0.06115748538509801, 0.035795570759441314, 0.045171910248284756]"
10%,"Jensen-Shannon
 divergence",sex,0.0033/0.0157,0.0033/0.0115,0.0033/0.0026,0.0033/0.0068,0.0033/0.0111,0.0048/0.0152,0.0033/0.0044,0.0007/0.0227,0.0046/0.0327,0.0033/0.0034,0.0033/0.012,0.005/0.0092,0.004/0.0288,0.0015/0.0211,0.0014/0.0307,0.0047/0.0154,0.0047/0.009,0.0048/0.0149,0.0015/0.0222,-,0.0023/0.0191,0.0033/0.0085,0.0033/0.0139,,0.0032779118986933447,0.0032779118986933447,0.1686458817698349,0.40342797062176927,[],"[0.01566727209564186, 0.01145466992431649, 0.00257394861745123, 0.0067924712595727995, 0.011082615690873375, 0.015242224030434178, 0.004375432644505165, 0.022661725130446713, 0.032730657383497876, 0.00335513340833314, 0.01199339061400843, 0.00916547756801294, 0.02882923012612542, 0.021121421208837615, 0.03067106134668112, 0.015402847468418735, 0.008989215232442505, 0.014893199662585935, 0.02220830838301633, 0.019101267626909467, 0.008509239117275596, 0.013915131202896194]","[0.018944180961962067, 0.014732581823009835, 0.0058518605161445745, 0.010070383158266144, 0.01436052758956672, 0.020013849834452167, 0.00765334454319851, 0.023410431779815062, 0.03737419422519574, 0.006629804955423851, 0.015271302512701776, 0.014120490567947376, 0.03287103896224904, 0.022615023247536614, 0.032049220961719194, 0.020057060029883743, 0.01364366258453484, 0.019664825466603864, 0.023737847185413805, 0.021376145598585816, 0.01178715101596894, 0.017193043101589537]"
